ID,Year,Event,Date,Week Num,Week Show,P/S/F,Perf,School Full,State,MPI,MPE,Mus Avg,VPI,VPE,Vis Avg,MGE1,MGE2,MGE Tot,VGE,GE Tot,Subtotal,Pen,Total,Place: Class,Class,Place: Panel,Place: Overall,Semis/Finals?,GN Finals?,Show Concat,SchoolConcat,MPI Rank,MPE Rank,Mus Avg Rank,VPI Rank,VPE Rank,Vis Avg Rank,MGE1 Rank,MGE2 Rank,MGE Tot Rank,VGE Rank,GE Tot Rank,Subtotal Rank,Total Rank
85,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,14,"Buford H.S., GA",GA,14.700,13.500,14.100,12.200,14.200,13.200,14.000,15.300,29.300,15.000,44.300,71.600,0,71.600,3,AAA,,8,,,,"Buford H.S., GA71.6",10,14,12,22,8,16,7,5,6,7,5,8,8
86,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,3,"Harrison H.S., GA",GA,15.300,13.700,14.500,14.400,14.800,14.600,13.600,14.800,28.400,14.000,42.400,71.500,0,71.500,4,AAA,,9,,,,"Harrison H.S., GA71.5",7,12,7,8,4,5,9,7,8,13,8,9,9
87,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,12,"Lassiter H.S., GA",GA,14.300,13.100,13.700,13.600,13.700,13.650,12.900,13.600,26.500,15.700,42.200,69.550,0,69.550,5,AAA,,10,,,,"Lassiter H.S., GA69.55",13,16,18,14,13,12,12,13,12,4,9,10,10
88,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,5,"Nation Ford H.S., SC",SC,14.900,13.300,14.100,14.000,14.400,14.200,12.400,13.400,25.800,15.300,41.100,69.400,0,69.400,6,AAA,,11,,,,"Nation Ford H.S., SC69.4",8,15,12,10,6,9,14,14,14,6,11,11,11
89,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,17,"Hoover H.S., AL",AL,14.800,14.100,14.450,14.200,13.900,14.050,12.600,14.200,26.800,14.100,40.900,69.400,0,69.400,4,AAAA,,12,,,,"Hoover H.S., AL69.4",9,10,8,9,11,10,13,10,11,12,12,11,11
90,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,21,"Estill County H.S., KY",KY,13.800,15.100,14.450,14.500,13.300,13.900,11.850,12.700,24.550,15.500,40.050,68.400,0,68.400,1,A,,13,,,,"Estill County H.S., KY68.4",18,5,8,7,16,11,19,18,19,5,14,13,13
91,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,22,"Sparkman H.S., AL",AL,14.200,14.500,14.350,13.900,12.600,13.250,13.300,14.600,27.900,12.800,40.700,68.300,0,68.300,7,AAA,,14,,,,"Sparkman H.S., AL68.3",14,8,10,11,18,15,10,8,9,21,13,14,14
92,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,20,"Hardin Valley Academy, TN",TN,14.000,14.600,14.300,13.100,13.800,13.450,12.050,13.000,25.050,14.700,39.750,67.500,0,67.500,8,AAA,,15,,,,"Hardin Valley Academy, TN67.5",16,7,11,18,12,13,18,16,16,8,16,15,15
93,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,19,"Christian County H.S., KY",KY,14.400,13.600,14.000,13.500,13.400,13.450,12.300,13.800,26.100,13.700,39.800,67.250,0,67.250,3,AA,,16,,,,"Christian County H.S., KY67.25",12,13,15,15,15,13,15,12,13,15,15,16,16
94,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,6,"Russell County H.S., KY",KY,12.800,12.400,12.600,12.600,12.700,12.650,13.000,12.300,25.300,14.400,39.700,64.950,0,64.950,2,A,,17,,,,"Russell County H.S., KY64.95",23,23,23,20,17,20,11,21,15,10,17,17,17
95,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,18,"Bearden H.S., TN",TN,13.200,12.800,13.000,13.700,12.300,13.000,12.250,12.500,24.750,13.400,38.150,64.150,0,64.150,9,AAA,,18,,,,"Bearden H.S., TN64.15",21,20,21,13,21,18,16,20,18,17,19,18,18
96,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,15,"Page H.S., TN",TN,13.900,12.600,13.250,11.900,12.200,12.050,11.200,13.200,24.400,14.200,38.600,63.900,0,63.900,4,AA,,19,,,,"Page H.S., TN63.9",17,21,20,23,22,23,21,15,20,11,18,19,19
97,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,1,"Signal Mountain H.S., TN",TN,13.500,14.000,13.750,12.800,13.500,13.150,11.400,11.900,23.300,13.200,36.500,63.400,0,63.400,3,A,,20,,,,"Signal Mountain H.S., TN63.4",20,11,17,19,14,17,20,22,22,18,22,20,20
98,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,9,"Decatur H.S., GA",GA,14.100,12.500,13.300,13.200,12.100,12.650,12.100,12.900,25.000,12.400,37.400,63.350,0,63.350,10,AAA,,21,,,,"Decatur H.S., GA63.35",15,22,19,17,23,20,17,17,17,23,20,21,21
99,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,11,"Allatoona H.S., GA",GA,13.100,12.900,13.000,12.400,12.500,12.450,11.000,12.600,23.600,13.000,36.600,62.050,0,62.050,5,AA,,22,,,,"Allatoona H.S., GA62.05",22,19,21,21,19,22,22,19,21,19,21,22,22
100,2024,Chattanooga Regional,10/5/2024,4,40.00,Prelims,7,"South Laurel H.S., KY",KY,14.500,13.100,13.800,13.400,12.400,12.900,10.400,11.400,21.800,12.600,34.400,61.100,0,61.100,6,AA,,23,,,,"South Laurel H.S., KY61.1",11,16,16,16,20,19,23,23,23,22,23,23,23
101,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,23,"Hebron H.S., TX",TX,17.600,17.600,17.600,17.200,16.500,16.850,17.800,17.800,35.600,16.400,52.000,86.450,0,86.450,1,AAAA,,1,,,,"Hebron H.S., TX86.45",1,1,1,1,2,1,1,1,1,2,1,1,1
102,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,4,"Flower Mound H.S., TX",TX,17.000,17.300,17.150,16.900,16.800,16.850,17.000,17.400,34.400,16.600,51.000,85.000,0,85.000,2,AAAA,,2,,,,"Flower Mound H.S., TX85",2,2,2,3,1,1,3,2,2,1,2,2,2
103,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,20,"Wakeland H.S., TX",TX,16.500,16.700,16.600,16.800,15.100,15.950,17.200,16.900,34.100,16.300,50.400,82.950,0,82.950,1,AAA,,3,,,,"Wakeland H.S., TX82.95",4,4,3,4,7,4,2,4,3,3,3,3,3
104,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,7,"Coppell H.S., TX",TX,16.200,16.800,16.500,16.600,15.600,16.100,16.600,16.800,33.400,15.600,49.000,81.600,0,81.600,3,AAAA,,4,,,,"Coppell H.S., TX81.6",6,3,5,5,4,3,4,5,4,5,4,4,4
105,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,17,"Waxahachie H.S., TX",TX,16.600,16.600,16.600,14.900,15.000,14.950,16.300,17.000,33.300,15.300,48.600,80.150,0,80.150,4,AAAA,,5,,,,"Waxahachie H.S., TX80.15",3,5,3,16,8,12,7,3,5,6,5,5,5
106,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,2,"Timber Creek H.S., TX",TX,15.400,16.400,15.900,16.400,15.400,15.900,16.400,16.100,32.500,15.000,47.500,79.300,0,79.300,5,AAAA,,6,,,,"Timber Creek H.S., TX79.3",10,7,7,8,5,5,6,7,6,8,7,6,6
107,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,3,"Southlake Carroll H.S., TX",TX,15.000,15.200,15.100,15.800,15.800,15.800,15.700,16.400,32.100,16.000,48.100,79.000,0,79.000,6,AAAA,,7,,,,"Southlake Carroll H.S., TX79",12,14,13,12,3,6,12,6,7,4,6,7,7
108,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,10,"Aledo H.S., TX",TX,15.800,15.600,15.700,15.600,14.500,15.050,16.000,15.800,31.800,15.100,46.900,77.650,0,77.650,2,AAA,,8,,,,"Aledo H.S., TX77.65",9,11,8,13,11,10,9,9,8,7,8,8,8
109,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,21,"Lone Star H.S., TX",TX,16.400,16.500,16.450,15.500,13.800,14.650,15.900,15.900,31.800,14.600,46.400,77.500,0,77.500,3,AAA,,9,,,,"Lone Star H.S., TX77.5",5,6,6,14,18,17,11,8,8,11,9,9,9
110,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,5,"L.D. Bell H.S., TX",TX,14.600,15.900,15.250,15.300,14.100,14.700,16.200,15.400,31.600,14.500,46.100,76.050,0,76.050,7,AAAA,,10,,,,"L.D. Bell H.S., TX76.05",14,9,11,15,15,16,8,11,11,12,11,11,10
111,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,16,"Rock Hill H.S., TX",TX,15.900,15.400,15.650,14.400,14.400,14.400,16.500,15.300,31.800,14.400,46.200,76.250,0.5,75.750,4,AAA,,11,,,,"Rock Hill H.S., TX75.75",8,13,9,18,12,19,5,12,8,13,10,10,11
112,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,12,"Keller H.S., TX",TX,14.800,16.200,15.500,16.500,14.800,15.650,14.650,15.500,30.150,14.200,44.350,75.500,0,75.500,8,AAAA,,12,,,,"Keller H.S., TX75.5",13,8,10,7,9,7,18,10,13,15,13,12,12
113,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,18,"Forney H.S., TX",TX,14.300,15.700,15.000,14.100,15.200,14.650,15.950,15.100,31.050,14.700,45.750,75.400,0,75.400,5,AAA,,13,,,,"Forney H.S., TX75.4",17,10,14,19,6,17,10,13,12,10,12,13,13
114,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,14,"Azle H.S., TX",TX,16.000,14.400,15.200,16.950,14.000,15.475,15.300,14.800,30.100,14.000,44.100,74.775,0,74.775,6,AAA,,14,,,,"Azle H.S., TX74.775",7,16,12,2,16,8,15,14,14,16,15,14,14
115,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,9,"Argyle H.S., TX",TX,15.200,14.800,15.000,14.800,14.700,14.750,14.850,14.700,29.550,14.800,44.350,74.100,0,74.100,1,AA,,15,,,,"Argyle H.S., TX74.1",11,15,14,17,10,15,17,15,17,9,13,15,15
116,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,15,"Grapevine H.S., TX",TX,14.400,14.000,14.200,16.550,14.300,15.425,14.500,14.600,29.100,14.300,43.400,73.025,0,73.025,2,AA,,16,,,,"Grapevine H.S., TX73.025",16,19,17,6,13,9,19,16,19,14,18,17,16
117,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,19,"Keller Central H.S., TX",TX,14.500,15.500,15.000,15.900,14.200,15.050,15.600,14.500,30.100,13.400,43.500,73.550,0.9,72.650,7,AAA,,17,,,,"Keller Central H.S., TX72.65",15,12,14,11,14,10,14,17,14,19,17,16,17
118,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,13,"Lake Highlands H.S., TX",TX,13.700,13.600,13.650,16.000,13.600,14.800,15.650,14.400,30.050,13.900,43.950,72.400,0,72.400,9,AAAA,,18,,,,"Lake Highlands H.S., TX72.4",21,21,21,9,19,14,13,18,16,17,16,18,18
119,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,11,"Berkner H.S., TX",TX,14.200,14.200,14.200,15.950,13.900,14.925,15.000,14.200,29.200,13.800,43.000,72.125,0,72.125,8,AAA,,19,,,,"Berkner H.S., TX72.125",18,17,17,10,17,13,16,20,18,18,19,19,19
120,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,22,"Trinity H.S., TX",TX,14.050,14.100,14.075,13.900,13.200,13.550,13.600,14.300,27.900,13.100,41.000,68.625,0,68.625,10,AAAA,,20,,,,"Trinity H.S., TX68.625",19,18,19,20,21,21,21,19,21,20,21,20,20
121,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,1,"Lovejoy H.S., TX",TX,13.900,13.800,13.850,13.800,13.500,13.650,14.200,14.000,28.200,12.900,41.100,68.600,0,68.600,3,AA,,21,,,,"Lovejoy H.S., TX68.6",20,20,20,21,20,20,20,21,20,21,20,21,21
122,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,8,"Anna H.S., TX",TX,11.800,12.600,12.200,12.800,12.400,12.600,12.700,12.000,24.700,11.600,36.300,61.100,0,61.100,4,AA,,22,,,,"Anna H.S., TX61.1",23,23,23,22,22,22,23,23,23,22,23,22,22
123,2024,Dallas/Ft. Worth Regional,10/5/2024,4,40.00,Prelims,6,"Krum H.S., TX",TX,13.500,12.900,13.200,10.900,11.600,11.250,12.900,12.300,25.200,11.200,36.400,60.850,0,60.850,1,A,,23,,,,"Krum H.S., TX60.85",22,22,22,23,23,23,22,22,22,23,22,23,23
124,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,24,"Bartlett H.S., TN",TN,16.500,16.400,16.450,16.400,14.600,15.500,16.700,16.700,33.400,15.700,49.100,81.050,0,81.050,1,AAAA,,1,,,,"Bartlett H.S., TN81.05",1,1,1,3,7,4,1,1,1,2,1,1,1
125,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,6,"Arlington H.S., TN",TN,15.200,15.900,15.550,15.800,15.400,15.600,16.100,16.200,32.300,15.400,47.700,78.850,0,78.850,1,AA,,2,,,,"Arlington H.S., TN78.85",6,2,3,4,2,3,2,2,2,4,2,2,2
126,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,21,"Hernando H.S., MS",MS,16.300,15.600,15.950,16.600,15.200,15.900,15.700,15.800,31.500,15.500,47.000,78.850,0.4,78.450,2,AA,,3,,,,"Hernando H.S., MS78.45",2,3,2,1,3,2,4,3,4,3,3,2,3
127,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,15,"Germantown H.S., MS",MS,16.100,14.750,15.425,16.500,15.600,16.050,15.600,15.500,31.100,15.800,46.900,78.375,0,78.375,3,AA,,4,,,,"Germantown H.S., MS78.375",3,8,4,2,1,1,5,5,5,1,4,4,4
128,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,22,"Munford H.S., TN",TN,14.900,15.350,15.125,15.700,14.900,15.300,15.900,15.650,31.550,14.500,46.050,76.475,0,76.475,4,AA,,5,,,,"Munford H.S., TN76.475",8,4,6,5,4,5,3,4,3,8,5,5,5
129,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,7,"Cabot H.S., AR",AR,14.200,15.000,14.600,15.100,14.800,14.950,15.400,15.300,30.700,14.800,45.500,75.050,0,75.050,2,AAAA,,6,,,,"Cabot H.S., AR75.05",11,6,9,9,5,8,6,6,6,7,6,6,6
130,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,9,"Murray H.S., KY",KY,15.600,14.700,15.150,15.400,14.700,15.050,14.900,14.500,29.400,15.300,44.700,74.900,0,74.900,1,A,,7,,,,"Murray H.S., KY74.9",4,9,5,7,6,6,8,9,8,5,7,7,7
131,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,13,"Collierville H.S., TN",TN,15.000,14.850,14.925,15.600,14.500,15.050,14.300,14.700,29.000,15.000,44.000,73.975,0,73.975,3,AAAA,,8,,,,"Collierville H.S., TN73.975",7,7,7,6,8,6,9,8,9,6,8,8,8
132,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,5,"Francis Howell Central H.S., MO",MO,13.800,15.300,14.550,14.200,13.400,13.800,15.000,15.100,30.100,13.000,43.100,71.450,0,71.450,5,AA,,9,,,,"Francis Howell Central H.S., MO71.45",13,5,10,12,15,14,7,7,7,18,9,9,9
133,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,3,"Tupelo H.S., MS",MS,14.600,14.300,14.450,14.700,14.200,14.450,14.100,14.300,28.400,14.100,42.500,71.400,0,71.400,1,AAA,,10,,,,"Tupelo H.S., MS71.4",9,10,11,10,10,10,11,10,10,10,10,10,10
134,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,12,"DeSoto Central H.S., MS",MS,14.400,14.200,14.300,15.300,14.300,14.800,13.500,14.100,27.600,14.200,41.800,70.900,0,70.900,2,AAA,,11,,,,"DeSoto Central H.S., MS70.9",10,12,12,8,9,9,13,11,12,9,11,11,11
135,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,16,"Paragould H.S., AR",AR,15.400,14.250,14.825,14.500,13.800,14.150,14.200,13.700,27.900,13.500,41.400,70.375,0,70.375,6,AA,,12,,,,"Paragould H.S., AR70.375",5,11,8,11,13,11,10,12,11,14,12,12,12
136,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,10,"Bryant H.S., AR",AR,14.000,13.500,13.750,14.000,14.000,14.000,13.800,13.500,27.300,13.600,40.900,68.650,0,68.650,4,AAAA,,13,,,,"Bryant H.S., AR68.65",12,15,13,14,12,12,12,13,13,13,13,13,13
137,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,19,"Rockwood Summit H.S., MO",MO,13.400,13.850,13.625,14.100,13.200,13.650,13.000,13.200,26.200,13.400,39.600,66.875,0,66.875,7,AA,,14,,,,"Rockwood Summit H.S., MO66.875",16,13,14,13,16,15,16,14,14,15,14,14,14
138,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,18,"Olive Branch H.S., MS",MS,13.700,13.300,13.500,13.400,12.200,12.800,12.600,12.800,25.400,13.700,39.100,65.400,0,65.400,8,AA,,15,,,,"Olive Branch H.S., MS65.4",14,16,15,17,19,18,19,17,17,12,15,15,15
139,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,14,"Greene County Tech H.S., AR",AR,12.500,13.700,13.100,13.600,13.600,13.600,12.800,12.600,25.400,12.600,38.000,64.700,0,64.700,9,AA,,16,,,,"Greene County Tech H.S., AR64.7",21,14,17,16,14,16,17,18,17,19,18,16,16
140,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,17,"Belleville East H.S., IL",IL,12.800,12.400,12.600,13.800,14.100,13.950,12.400,11.900,24.300,13.800,38.100,64.650,0,64.650,3,AAA,,17,,,,"Belleville East H.S., IL64.65",18,22,19,15,11,13,21,22,22,11,17,17,17
141,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,1,"Hope H.S., AR",AR,13.000,12.500,12.750,13.000,13.000,13.000,12.500,12.100,24.600,13.300,37.900,63.650,0,63.650,2,A,,18,,,,"Hope H.S., AR63.65",17,21,18,18,17,17,20,20,21,16,20,18,18
142,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,4,"Union City H.S., TN",TN,12.600,12.600,12.600,12.600,12.400,12.500,13.300,11.800,25.100,13.100,38.200,63.300,0,63.300,3,A,,19,,,,"Union City H.S., TN63.3",20,20,19,19,18,19,14,23,20,17,16,19,19
143,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,20,"Brookland H.S., AR",AR,12.700,12.350,12.525,12.000,11.900,11.950,12.700,13.150,25.850,12.100,37.950,62.425,0,62.425,10,AA,,20,,,,"Brookland H.S., AR62.425",19,23,21,22,21,20,18,15,15,21,19,20,20
144,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,2,"Clarksville H.S., TN",TN,11.800,13.100,12.450,11.600,12.000,11.800,12.300,13.000,25.300,12.300,37.600,61.850,0,61.850,11,AA,,21,,,,"Clarksville H.S., TN61.85",24,17,22,24,20,21,22,16,19,20,21,21,21
145,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,8,"Saltillo H.S., MS",MS,12.200,12.700,12.450,12.200,11.000,11.600,13.200,12.400,25.600,11.900,37.500,61.550,0,61.550,12,AA,,22,,,,"Saltillo H.S., MS61.55",23,19,22,21,23,24,15,19,16,22,22,22,22
146,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,23,"Lakeland Preparatory School, TN",TN,13.500,12.950,13.225,12.500,10.900,11.700,12.100,12.050,24.150,11.800,35.950,60.875,0,60.875,4,A,,23,,,,"Lakeland Preparatory School, TN60.875",15,18,16,20,24,23,23,21,23,23,23,23,23
147,2024,Memphis Regional,10/5/2024,4,40.00,Prelims,11,"Brighton H.S., TN",TN,12.400,11.900,12.150,11.800,11.800,11.800,11.600,11.300,22.900,11.700,34.600,58.550,0,58.550,13,AA,,24,,,,"Brighton H.S., TN58.55",22,24,24,23,22,21,24,24,24,24,24,24,24
148,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,22,"Ronald Reagan H.S., TX",TX,17.400,16.800,17.100,17.600,16.600,17.100,16.800,16.600,33.400,17.000,50.400,84.600,0,84.600,1,AAAA,,1,,,,"Ronald Reagan H.S., TX84.6",1,1,1,1,1,1,1,1,1,2,1,1,1
149,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,28,"Bridgeland H.S., TX",TX,17.100,16.400,16.750,17.300,14.900,16.100,16.200,16.200,32.400,17.200,49.600,82.450,0,82.450,2,AAAA,,2,,,,"Bridgeland H.S., TX82.45",3,3,2,2,13,6,4,3,2,1,2,2,2
150,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,8,"Pearland H.S., TX",TX,17.200,16.300,16.750,17.100,16.000,16.550,15.900,16.300,32.200,16.400,48.600,81.900,0,81.900,3,AAAA,,3,,,,"Pearland H.S., TX81.9",2,4,2,3,3,2,7,2,4,4,3,3,3
151,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,17,"Claudia Taylor Johnson H.S., TX",TX,16.700,16.600,16.650,16.800,15.700,16.250,16.600,15.800,32.400,16.000,48.400,81.300,0,81.300,4,AAAA,,4,,,,"Claudia Taylor Johnson H.S., TX81.3",8,2,4,5,5,3,2,5,2,5,4,4,4
152,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,27,"Cy-Fair H.S., TX",TX,16.900,15.800,16.350,16.900,15.600,16.250,15.800,16.000,31.800,15.800,47.600,80.200,0,80.200,5,AAAA,,5,,,,"Cy-Fair H.S., TX80.2",6,8,7,4,6,3,8,4,5,7,6,5,5
153,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,10,"Klein Oak H.S., TX",TX,16.400,15.900,16.150,15.500,16.300,15.900,16.100,15.300,31.400,16.700,48.100,80.150,0,80.150,6,AAAA,,6,,,,"Klein Oak H.S., TX80.15",10,7,9,11,2,8,5,8,6,3,5,6,6
154,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,20,"Friendswood H.S., TX",TX,16.950,16.100,16.525,16.400,15.900,16.150,16.300,15.100,31.400,15.100,46.500,79.175,0,79.175,1,AAA,,7,,,,"Friendswood H.S., TX79.175",5,5,5,7,4,5,3,9,6,13,7,7,7
155,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,26,"Dawson H.S., TX",TX,16.800,16.000,16.400,16.600,15.400,16.000,16.000,14.900,30.900,15.500,46.400,78.800,0,78.800,7,AAAA,,8,,,,"Dawson H.S., TX78.8",7,6,6,6,8,7,6,11,9,9,9,8,8
156,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,24,"Seven Lakes H.S., TX",TX,17.000,15.500,16.250,15.900,15.200,15.550,15.600,15.500,31.100,15.400,46.500,78.300,0,78.300,8,AAAA,,9,,,,"Seven Lakes H.S., TX78.3",4,10,8,9,10,9,10,7,8,10,7,9,9
157,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,23,"Dickinson H.S., TX",TX,16.000,15.700,15.850,14.500,15.300,14.900,15.700,14.800,30.500,15.300,45.800,76.550,0,76.550,9,AAAA,,10,,,,"Dickinson H.S., TX76.55",13,9,10,18,9,14,9,12,10,11,11,10,10
158,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,9,"Foster H.S., TX",TX,16.600,14.800,15.700,14.400,14.000,14.200,15.500,15.000,30.500,15.900,46.400,76.300,0,76.300,10,AAAA,,11,,,,"Foster H.S., TX76.3",9,13,11,19,19,19,11,10,10,6,9,11,11
159,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,11,"Churchill Fulshear H.S., TX",TX,15.100,15.000,15.050,15.300,15.100,15.200,15.400,14.700,30.100,15.700,45.800,76.050,0,76.050,11,AAAA,,12,,,,"Churchill Fulshear H.S., TX76.05",14,11,14,12,11,11,12,13,13,8,11,12,12
160,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,7,"Clear Brook H.S., TX",TX,16.200,14.600,15.400,16.100,15.000,15.550,14.600,15.600,30.200,14.800,45.000,75.950,0,75.950,2,AAA,,13,,,,"Clear Brook H.S., TX75.95",12,14,13,8,12,9,14,6,12,15,13,13,13
161,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,25,"Clear Lake H.S., TX",TX,16.300,14.900,15.600,14.700,14.300,14.500,14.400,14.500,28.900,14.600,43.500,73.600,0,73.600,3,AAA,,14,,,,"Clear Lake H.S., TX73.6",11,12,12,16,17,16,15,15,15,17,14,14,14
162,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,12,"James E Taylor H.S., TX",TX,14.700,14.400,14.550,15.700,14.500,15.100,13.800,13.800,27.600,15.000,42.600,72.250,0,72.250,12,AAAA,,15,,,,"James E Taylor H.S., TX72.25",16,15,15,10,16,12,17,19,17,14,15,15,15
163,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,2,"Klein Cain H.S., TX",TX,14.800,14.000,14.400,15.100,14.800,14.950,14.200,14.600,28.800,13.500,42.300,71.650,0,71.650,13,AAAA,,16,,,,"Klein Cain H.S., TX71.65",15,17,16,13,14,13,16,14,16,22,17,16,16
164,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,6,"Shadow Creek H.S., TX",TX,14.500,14.200,14.350,13.200,15.500,14.350,15.000,14.400,29.400,13.200,42.600,71.300,0.6,70.700,14,AAAA,,17,,,,"Shadow Creek H.S., TX70.7",17,16,17,28,7,18,13,16,14,25,15,17,17
165,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,13,"Grand Oaks H.S., TX",TX,13.700,13.600,13.650,14.200,13.800,14.000,13.600,14.000,27.600,14.700,42.300,69.950,0,69.950,15,AAAA,,18,,,,"Grand Oaks H.S., TX69.95",23,19,18,21,20,21,18,18,17,16,17,18,18
166,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,16,"George Ranch H.S., TX",TX,13.500,13.800,13.650,14.800,14.600,14.700,13.300,13.500,26.800,14.400,41.200,69.550,0,69.550,4,AAA,,19,,,,"George Ranch H.S., TX69.55",25,18,18,15,15,15,20,21,20,18,20,19,19
167,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,5,"Brazoswood H.S., TX",TX,13.800,12.800,13.300,14.900,13.300,14.100,13.200,14.200,27.400,14.200,41.600,69.000,0,69.000,5,AAA,,20,,,,"Brazoswood H.S., TX69",22,22,22,14,24,20,21,17,19,19,19,20,20
168,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,3,"Cypress Ranch H.S., TX",TX,14.000,13.200,13.600,14.600,14.200,14.400,13.000,13.600,26.600,13.900,40.500,68.500,0,68.500,16,AAAA,,21,,,,"Cypress Ranch H.S., TX68.5",20,20,21,17,18,17,22,20,21,20,21,21,21
169,2024,South Houston Regional,10/5/2024,4,40.00,Prelims,1,"Angleton H.S., TX",TX,13.600,12.600,13.100,13.600,13.500,13.550,13.400,13.200,26.600,13.300,39.900,66.550,0,66.550,6,AAA,,22,,,,"Angleton H.S., TX66.55",24,23,23,25,22,23,19,23,21,24,22,22,22
